"","MasterID","county","huc","smcshed","smc_lu","COMID","psa6c","strcls","lower","meds","upper","csci_sampledate","CSCI","yr","h_asci_max","ASCI","TN","total_n_rep_calc","TP","total_p_rep_calc","Cond","IPI","ev_flowhab","Ev_FlowHab","h_aqhab","H_AqHab","h_subnat","H_SubNat","pct_safn","PCT_SAFN","pct_safn_pred","xcmg","XCMG","xcmg_pred","pct_rc","indexscore_cram","bs","blc","hy","ps","psa2","missing_habitat","missing_chemistry","missing_cram","data_complete","filled_columns","Ev_FlowHab_raw","H_AqHab_raw","H_SubNat_raw","PCT_SAFN_raw","XCMG_raw","cnty","SMC_Name","RBNAME","geometry","pChem","pHab","pChemHab","BiologicalCondition","WaterChemistryCondition","HabitatCondition","OverallStressCondition","OverallStressCondition_detail","StreamHealthIndex","all_there"
"363","404S27470","Ventura",404,"Santa Monica Bay","Urban","20364685","SC","possibly constrained",0.3744872,0.58148206,0.87263927,2012-06-19,0.46319974,2012,"0.76349951","0.765008956",0.295,0.295,0.152,NA,4600,0.97,0.7,0.73,1.58,0.81,1.2,0.63,65,0.57,47.34,143,0.84,127.65,0,62,56,67,50,75,"Arid","NO","NO","NO","YES","",0.7,1.58,1.2,65,143,"Ventura","Santa Monica Bay","Los Angeles",c(-118.76389, 34.17445),0.999985572193436,0.977588520030943,0.999999676651502,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"364","404S31468","Ventura",404,"Santa Monica Bay","Urban","20364695","SC","likely constrained",0.33382391,0.55620479,0.72985285,2012-06-19,0.40854776,2012,"0.930931369","0.676446045",0.53,0.53,0.0755,NA,3704,0.61,0.55,0.57,0.99,0.44,1.62,0.85,27,0.91,42.1,5,0,134.79,6,50,25,50,75,50,"Arid","NO","NO","NO","YES","",0.55,0.99,1.62,27,5,"Ventura","Santa Monica Bay","Los Angeles",c(-118.76171, 34.16874),0.999788470876021,0.817628246398004,0.999961423062722,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"365","404S33670","Los Angeles",404,"Santa Monica Bay","Urban","20364725","SC","likely constrained",0.27781704,0.54050525,0.75612431,2012-06-19,0.48510651,2012,"0.801128655","0.738551407",1.8,1.8,0.124,0.124,3658,0.26,0.96,1,0,0,0,0,0,0.11,45.69,0,0.05,120.64,100,29,25,25,42,25,"Arid","NO","NO","NO","YES","",0.96,0,0,0,0,"Los Angeles","Santa Monica Bay","Los Angeles",c(-118.70012, 34.15824),0.999904856441603,0.999116088507495,0.999999915901515,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"366","404S26670","Los Angeles",404,"Santa Monica Bay","Urban","20364737","SC","likely constrained",0.28504476,0.54050525,0.75582728,2012-06-18,0.59731941,2012,"0.585021347","0.565103089",0.94,0.94,0.129,NA,3624,1.01,0.36,0.36,1.86,0.92,1.66,0.87,38,0.71,44.5,158,0.88,134.89,13,65,61,79,58,63,"Arid","NO","NO","NO","YES","",0.36,1.86,1.66,38,158,"Los Angeles","Santa Monica Bay","Los Angeles",c(-118.76205, 34.16385),0.999874130943838,0.925763162200023,0.999990655879294,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"367","404S28270","Los Angeles",404,"Santa Monica Bay","Urban","20364801","SC","likely constrained",0.42041715,0.57767165,0.76874912,2012-06-18,0.5739193,2012,"0.554554013","0.543922185",0.868,0.868,0.141,NA,2917,1.07,0.48,0.49,1.82,0.92,1.43,0.75,25,1,46.03,149,0.87,127.53,0,69,58,88,67,63,"Arid","NO","NO","NO","YES","",0.48,1.82,1.43,25,149,"Los Angeles","Santa Monica Bay","Los Angeles",c(-118.75725, 34.13663),0.999334872742121,0.689022939577279,0.999793160680538,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"368","SMC01934","Orange",901,"San Juan","Urban","20350681","SC","likely constrained",0.2377731,0.39502195,0.64071361,2012-06-15,0.56873842,2012,"0.546728319","0.615239604",0.24,0.24,0,NA,3098.5,0.84,0.98,1,1.54,0.85,1.08,0.57,28,0.99,48.44,10,0.22,100.19,5,43,36,67,42,25,"Arid","NO","NO","NO","YES","",0.98,1.54,1.08,28,10,"Orange","San Juan","San Diego",c(-117.66595, 33.49),0.988495633134762,0.984690829823713,0.99982387768989,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"369","403S06660","Ventura",403,"Santa Clara","Agricultural","17574519","SC","possibly unconstrained",0.67399959,0.83805632,1.05746807,2012-06-14,1.06649035,2012,"0.758524624","0.86609395",0.3355,0.3355,0.0178,NA,928,0.89,0.73,0.76,1,0.63,1.59,0.84,11,1,47.01,32,0.43,87.06,0,73,47,88,83,75,"Arid","NO","NO","NO","YES","",0.73,1,1.59,11,32,"Ventura","Santa Clara","Los Angeles",c(-118.92373, 34.42963),0.585012246381765,0.463413559627529,0.777323198487824,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"370","403S06283","Ventura",403,"Santa Clara","Open","17569203","SC","possibly unconstrained",0.75961409,0.85912038,1.11240224,2012-06-13,1.18325056,2012,"0.704973877","0.70981162",0.09345,0.09345,0.0335,NA,799,1.22,0.76,0.79,1.64,1,1.82,0.96,14,0.98,28.46,125,0.93,94.23,0,91,94,100,83,88,"Arid","NO","NO","NO","YES","",0.76,1.64,1.82,14,125,"Ventura","Santa Clara","Los Angeles",c(-118.86079, 34.69386),0.546915464109181,0.313342045706487,0.688885899463184,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"371","403S07024","Los Angeles",403,"Santa Clara","Open","17569679","SC","possibly unconstrained",0.58800728,0.99561212,1.07624916,2012-06-13,0.35990259,2012,"0.766180427","0.720168482",0.339,0.339,0.04025,NA,670,0.97,0.28,0.28,1.21,0.75,1.3,0.68,51,0.73,46.2,173,1,88.79,0,75,67,92,67,75,"Arid","NO","NO","NO","YES","",0.28,1.21,1.3,51,173,"Los Angeles","Santa Clara","Los Angeles",c(-118.75771, 34.6092),0.586150857302555,0.80546959250125,0.919493757628058,"Impacted for CSCI and ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"372","SMC04132","Ventura",408,"Calleguas","Urban","17564924","SC","likely constrained",0.247125,0.41327627,0.69367713,2012-06-11,0.71549053,2012,"0.491684109","0.485935644",0.32,0.32,0.039,0.039,1691,0.13,0.33,0.33,0.06,0.03,0,0,9,0.14,47.67,17,0.04,138.45,91,29,28,29,33,25,"Arid","NO","NO","NO","YES","",0.33,0.06,0,9,17,"Ventura","Calleguas","Los Angeles",c(-118.88416, 34.21472),0.942443420526115,0.999602498350084,0.999977121164696,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"373","SMC05332","Ventura",408,"Calleguas","Urban","17564124","SC","likely constrained",0.30089129,0.53300811,0.75392956,2012-06-11,0.66888292,2012,"0.499974732","0.548060137",1.5,1.5,0.13,0.13,1163,0.79,0.59,0.61,0.8,0.39,0.96,0.51,11,1,29.77,99,0.56,131.82,1,75,78,50,83,88,"Arid","NO","NO","NO","YES","",0.59,0.8,0.96,11,99,"Ventura","Calleguas","Los Angeles",c(-118.90741, 34.18682),0.958917992259654,0.418725760002879,0.976120087173175,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"374","SMC06036","Ventura",408,"Calleguas","Open","948070331","SC",NA,NA,NA,NA,2012-06-11,0.78155833,2012,"0.390193376","0.414286933",6.3,6.3,3.4,3.4,1071,1.04,0.84,0.88,1.5,0.71,1.74,0.92,28,0.91,36.99,125,0.68,136.65,0,67,64,71,58,75,"Arid","NO","NO","NO","YES","",0.84,1.5,1.74,28,125,"Ventura","Calleguas","Los Angeles",c(-118.9349, 34.23092),0.998965747311408,0.900687947362116,0.99989728624255,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"375","801S10259","Orange",801,"Lower Santa Ana","Urban","20355506","SC","likely constrained",0.25929838,0.39285262,0.68509049,2012-06-07,0.76011531,2012,"0.604522073","0.654880507",0.485,0.485,0.105,0.105,1304,0.6,0,0,1.52,0.77,0.88,0.46,78,0.41,47.3,102,0.56,134.56,0,66,80.56,67.67,66.67,50,"Arid","NO","NO","NO","YES","",0,1.52,0.88,78,102,"Orange","Lower Santa Ana","Santa Ana",c(-117.69845, 33.64888),0.947381343053264,0.953600771438635,0.997558534909736,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"376","404ARRSEQ","Los Angeles",404,"Santa Monica Bay","Open","20365007","SC","possibly unconstrained",0.70140664,0.9920205,1.19176265,2012-06-06,1.03355118,2012,"0.845841792","0.816308438",0.162,0.324,0.112,NA,1043,0.93,0.37,0.37,1.48,0.73,1.82,0.96,10,0.84,13.61,120,0.67,133.49,0,88,86,96,83,88,"Arid","NO","NO","NO","YES","",0.37,1.48,1.82,10,120,"Los Angeles","Santa Monica Bay","Los Angeles",c(-118.91206, 34.08506),0.8810193878024,0.499133769825024,0.940406629304677,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"377","801S03111","San Bernardino",801,"Middle Santa Ana","Open","22554696","SC","likely unconstrained",0.79313142,0.98343646,1.05605007,2012-06-06,0.88506396,2012,"0.955018565","1.0011569",0.357,0.357,0,NA,201.8,1.02,0.76,0.79,0.98,0.7,1.75,0.92,4,0.84,7.45,120,0.71,126.64,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.76,0.98,1.75,4,120,"San Bernardino","Middle Santa Ana","Santa Ana",c(-117.61053, 34.24536),0.0758352923060971,0.533757590073147,0.569115219515449,"Healthy","Low","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"378","402MTCUNF","Ventura",402,"Ventura","Open","17585756","SC","likely unconstrained",0.90582901,1.11925182,1.13241095,2012-06-05,1.13771921,2012,"1.189030977","1.08606978",0.104,0.104,0.0216,NA,926,0.99,0.72,0.75,0.97,0.57,1.95,1,11,0.8,11.52,102,0.69,111.27,0,78,61,92,83,75,"Arid","NO","NO","NO","YES","",0.72,0.97,1.95,11,102,"Ventura","Ventura","Los Angeles",c(-119.3792, 34.5175),0.544423967628307,0.522019690099732,0.782243626863844,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"379","801EEWADD","San Bernardino",801,"Middle Santa Ana","Open","22555032","SC","likely unconstrained",0.88670792,0.98907593,1.17931525,2012-06-05,1.27385085,2012,"1.014731204","0.927487045",0.44,0.44,0.0126,NA,245.1,0.99,0.66,0.69,1.06,0.65,1.63,0.86,30,0.63,17.38,129,0.84,113.6,0,81,36,100,100,88,"Arid","NO","NO","NO","YES","",0.66,1.06,1.63,30,129,"San Bernardino","Middle Santa Ana","Santa Ana",c(-117.5205, 34.1873),0.188485865703362,0.219831847176526,0.366882516855651,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"380","802S33361","Riverside",802,"San Jacinto","Open","22536092","SC","possibly unconstrained",0.68082268,0.974679,1.12459047,2012-06-05,0.96029639,2012,"1.009105482","0.919534405",0.3,0.3,0.06,0.06,176.2,0.86,0.37,0.37,1.4,0.71,1.9,1,41,0.68,31.91,94,0.58,123.44,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.37,1.4,1.9,41,94,"Riverside","San Jacinto","Santa Ana",c(-116.72515, 33.73906),0.368177853886746,0.688832650106255,0.80339757718976,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"381","402S09503","Ventura",402,"Ventura","Open","17587578","SC","likely unconstrained",0.79762496,1.01257163,1.1551547,2012-06-04,0.95178261,2012,"0.997728478","1.057508775",0,0,0.0069,0.0069,1001,1,0.74,0.77,1.43,0.82,1.77,0.93,3,0.82,13.21,79,0.62,101.55,8,70,61,92,75,50,"Arid","NO","NO","NO","YES","",0.74,1.43,1.77,3,79,"Ventura","Ventura","Los Angeles",c(-119.33913, 34.49757),0.357714964629373,0.711795807671798,0.814890760136518,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"382","SMC11343","Ventura",402,"Ventura","Urban","17586850","SC","possibly constrained",0.46495628,0.6598042,0.91746635,2012-06-04,0.79580548,2012,"0.750337532","0.742826471",1,1,0.0086,0.0086,963,0.98,0.63,0.65,1.54,0.85,1.74,0.92,21,1,44.79,64,0.54,99.55,0,69,61,92,58,63,"Arid","NO","NO","NO","YES","",0.63,1.54,1.74,21,64,"Ventura","Ventura","Los Angeles",c(-119.30859, 34.3728),0.589789789348827,0.893913187919607,0.956482106469191,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"383","SMC13599","Ventura",402,"Ventura","Open","17587578","SC","likely unconstrained",0.79762496,1.01257163,1.1551547,2012-06-04,0.90025089,2012,"0.903038934","1.003201215",0,0,0.0057,0.0057,930,1.06,0.78,0.82,1.41,0.77,1.67,0.88,4,0.94,15.33,96,0.73,98.55,0,73,53,92,83,63,"Arid","NO","NO","NO","YES","",0.78,1.41,1.67,4,96,"Ventura","Ventura","Los Angeles",c(-119.34172, 34.49889),0.302143373247781,0.404690746502561,0.584559492479896,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"384","802S25949","Riverside",802,"San Jacinto","Open","22535148","SC","possibly unconstrained",0.64084245,0.92226707,1.15523654,2012-06-04,1.06992514,2012,"1.114324971","0.969260715",0.081,0.081,0.04,0.04,46.2,1.15,0.7,0.73,1.41,0.88,1.82,0.96,16,0.88,22.85,150,0.91,121.83,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.7,1.41,1.82,16,150,"Riverside","San Jacinto","Santa Ana",c(-116.7482, 33.79441),0.178492557213998,0.434541129319524,0.535471329146621,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"385","802S33561","Riverside",802,"San Jacinto","Open","22536092","SC","possibly unconstrained",0.68082268,0.974679,1.12459047,2012-06-04,0.98156266,2012,"0.928787023","0.947399533",0,0,0.04,0.04,132.4,0.88,0.55,0.57,1.5,0.83,1.84,0.97,45,0.52,23.86,94,0.57,124.44,1,55,61.11,64.88,58.33,37.5,"Arid","NO","NO","NO","YES","",0.55,1.5,1.84,45,94,"Riverside","San Jacinto","Santa Ana",c(-116.7103, 33.74356),0.175296781198733,0.970444739694179,0.97562568169328,"Healthy","Moderate","Severe","Severe","Stressed by habitat degradation","Healthy and resilient",TRUE
"386","901S06969","Riverside",901,"San Juan","Open","20348657","SC","possibly unconstrained",0.70140664,0.94445212,1.08995979,2012-05-31,0.82786577,2012,"0.682576589","0.748429874",0.0611,0.0611,0.0387,0.0387,712,0.77,0.28,0.28,1.39,0.67,1.75,0.92,47,0.62,33.12,96,0.53,134.12,0,90,78,92,100,88,"Arid","NO","NO","NO","YES","",0.28,1.39,1.75,47,96,"Riverside","San Juan","San Diego",c(-117.39579, 33.55334),0.506158994566205,0.309127078483034,0.658818621811078,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"387","901S11685","Orange",901,"San Juan","Urban","20348919","SC","likely constrained",0.27816308,0.54079453,0.75612431,2012-05-31,0.61877576,2012,"0.699519792","0.652518104",0.183,0.183,0.07285,0.0757,1552,0.97,0.61,0.63,1.45,0.83,1.34,0.71,62,0.51,39.76,133,0.88,110.38,0,67,50,67,75,75,"Arid","NO","NO","NO","YES","",0.61,1.45,1.34,62,133,"Orange","San Juan","San Diego",c(-117.6348, 33.5099),0.945931066542568,0.812679066766265,0.989871756925801,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"388","901S12942","Orange",901,"San Juan","Urban","20350775","SC","likely constrained",0.23721563,0.45261782,0.72455185,2012-05-30,0.58345325,2012,"0.586600377","0.532380362",0.6795,0.6795,0.02325,0.02325,2364,0.52,0.33,0.33,0.58,0.36,1.13,0.59,49,0.61,49.05,6,0.25,92.03,15,47,28,63,58,38,"Arid","NO","NO","NO","YES","",0.33,0.58,1.13,49,6,"Orange","San Juan","San Diego",c(-117.6785, 33.4779),0.986168455863162,0.975901551531928,0.999666681246385,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"389","907S03786","San Diego",907,"Mission Bay and San Diego River","Open","20332830","SC","possibly unconstrained",0.68422962,0.96684354,1.17366696,2012-05-30,1.20398729,2012,"0.360740871","0.395761861",0.4,0.4,0.0809,NA,156.2,0.85,0.74,0.77,1.31,0.71,0.88,0.46,90,0.33,53.34,130,0.8,120.82,0,82,83,100,83,63,"Arid","NO","NO","NO","YES","",0.74,1.31,0.88,90,130,"San Diego","Mission Bay and San Diego River","San Diego",c(-116.65844, 32.89421),0.444506802647154,0.792303345481973,0.884625921302292,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"390","903S06113","San Diego",903,"Northern San Diego","Open","20343321","SC","likely unconstrained",0.85278584,0.96248626,1.18918214,2012-05-23,0.93066858,2012,"0.601866478","0.495356106",0.83955,1.43,0.154,0.213,513,1,0.3,0.3,1.72,0.99,1.3,0.68,58,0.63,44.61,151,1,108.22,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.3,1.72,1.3,58,151,"San Diego","Northern San Diego","San Diego",c(-116.8131, 33.2645),0.821145854755814,0.588555107599966,0.926411375454706,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"391","905S15201","San Diego",905,"Central San Diego","Open","20329746","SC","possibly unconstrained",0.76402356,1.00174572,1.11930579,2012-05-23,0.7335948,2012,"0.425800806","0.388144578",1.16,1.16,0.0595,NA,872,0.67,0.19,0.18,1.24,0.66,0.73,0.38,82,0.41,51.66,116,0.71,122.37,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.19,1.24,0.73,82,116,"San Diego","Central San Diego","San Diego",c(-116.85444, 33.11778),0.831982271566476,0.80533042613592,0.967292060404235,"Impacted for CSCI and ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"392","906S02902","San Diego",906,"Central San Diego","Urban","20331166","SC","likely constrained",0.31705572,0.54638592,0.68173219,2011-08-02,0.78054827,2011,"0.491063365","0.503358252",2.5,2.5,0.22,0.22,2996,1.18,0.72,0.75,1.72,0.88,1.78,0.94,54,0.81,55.66,198,1,127.44,0,64,72,75,58,50,"Arid","NO","NO","NO","YES","",0.72,1.72,1.78,54,198,"San Diego","Central San Diego","San Diego",c(-117.06443, 32.94907),0.999762059016036,0.886667348375745,0.999973033517357,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"393","SMC09162","San Diego",909,"Southern San Diego","Urban","20332982","SC","possibly constrained",0.37930542,0.6285814,0.92022697,2011-08-01,0.91423575,2011,"0.724619231","0.697390132",0.67,0.67,0.095,0.095,978,0.97,0.72,0.75,1.4,0.63,1.08,0.57,73,0.5,49.99,178,0.98,138.17,0,69,72,79,75,50,"Arid","NO","NO","NO","YES","",0.72,1.4,1.08,73,178,"San Diego","Southern San Diego","San Diego",c(-116.70988, 32.84087),0.891445989831644,0.795410454412978,0.977790984388007,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"394","SMC16266","San Diego",909,"Southern San Diego","Urban","20334446","SC","possibly unconstrained",0.50881867,0.83873504,1.05907681,2011-08-01,0.8815673,2011,"0.815234167","0.793962202",0.75,0.75,0.027,0.027,1171,1.16,0.64,0.66,1.33,0.62,1.97,1,15,1,40.58,197,1,140.98,0,63,78,54,58,63,"Arid","NO","NO","NO","YES","",0.64,1.33,1.97,15,197,"San Diego","Southern San Diego","San Diego",c(-116.75313, 32.81855),0.81804126307756,0.816000017094591,0.966519595516781,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"395","SMC05402","San Diego",911,"Southern San Diego","Open","20325065","SC","possibly unconstrained",0.65298798,1.00810602,1.15045979,2011-07-28,0.89783986,2011,"0.881008756","0.826101198",1.2,1.2,0.02,0.02,671,1.06,0.69,0.72,1.43,0.78,1.83,0.96,28,0.93,38.79,113,0.72,117.75,0,88,81,100,83,88,"Arid","NO","NO","NO","YES","",0.69,1.43,1.83,28,113,"San Diego","Southern San Diego","San Diego",c(-116.57311, 32.80468),0.556160581342738,0.415292884163124,0.740483933622196,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"396","SMC00665","San Diego",903,"Northern San Diego","Urban","20341709","SC","possibly constrained",0.43223888,0.67282066,0.94424055,2011-07-27,0.49749854,2011,"0.474127906","0.313900122",1.4,1.4,0.18,0.18,2456,1.03,0.95,1,1.34,0.77,0.98,0.52,84,0.44,55.51,233,1,105.06,0,74,56,100,75,63,"Arid","NO","NO","NO","YES","",0.95,1.34,0.98,84,233,"San Diego","Northern San Diego","San Diego",c(-117.23159, 33.274),0.998649924400248,0.818943699625789,0.999755560306683,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"397","SMC03110","San Diego",907,"Mission Bay and San Diego River","Urban","20331934","SC","likely constrained",0.36378589,0.5342168,0.76764527,2011-07-26,0.60435928,2011,"0.407271023","0.314331275",1,1,0.19,0.19,2762,1.04,0.76,0.79,1.47,0.77,1.69,0.89,58,0.77,56.5,142,0.76,138.98,0,75,69,92,75,63,"Arid","NO","NO","NO","YES","",0.76,1.47,1.69,58,142,"San Diego","Mission Bay and San Diego River","San Diego",c(-117.07335, 32.81105),0.999315614796735,0.702274967065846,0.999796241392818,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
